test_id	method	method_key	configuration_id	configuration_label	is_primary	k	metric	perplexity	n_neighbors	min_dist	pre_pca_components	analysis_scope	variable	status	n	n_clusters	n_categories	test	statistic	chi_square_statistic	degrees_of_freedom	p_value	cramers_v	fisher_odds_ratio	min_expected_count	cells_expected_lt5	fraction_cells_expected_lt5	family	effect_size	effect_size_name	epsilon_squared	q_value	q_value_family	q_value_scope	q_value_family_scope
categorical::umap__metric-cosine__nn-15__mindist-0::race	UMAP	umap	umap__metric-cosine__nn-15__mindist-0	metric=cosine, n_neighbors=15, min_dist=0	False	3	cosine		15.0	0.0		sensitivity	race	ok	358	3	4.0	permutation_chi_square_5000	4.877255957685406	4.877255957685406	6.0	0.589882023595281	0.0		0.19553072625698323	5.0	0.4166666666666667	categorical	0.0	cramers_v		0.6365130136028131	0.6398146482611655	0.6363424924016604	0.6405467372783112
categorical::umap__metric-cosine__nn-15__mindist-0::ajcc_pathologic_tumor_stage	UMAP	umap	umap__metric-cosine__nn-15__mindist-0	metric=cosine, n_neighbors=15, min_dist=0	False	3	cosine		15.0	0.0		sensitivity	ajcc_pathologic_tumor_stage	ok	388	3	11.0	permutation_chi_square_5000	27.20314082747206	27.20314082747206	20.0	0.12077584483103379	0.09624798624827047		0.38144329896907214	7.0	0.21212121212121213	categorical	0.09624798624827047	cramers_v		0.1531198404281992	0.15475684524112127	0.15136449834216162	0.15296833298814297
categorical::umap__metric-cosine__nn-15__mindist-0::histological_type	UMAP	umap	umap__metric-cosine__nn-15__mindist-0	metric=cosine, n_neighbors=15, min_dist=0	False	3	cosine		15.0	0.0		sensitivity	histological_type	ok	410	3	7.0	permutation_chi_square_5000	53.82358062707486	53.82358062707486	12.0	0.0001999600079984003	0.22631625260476834		1.3317073170731708	6.0	0.2857142857142857	categorical	0.22631625260476834	cramers_v		0.0014753805995557645	0.0013868785875852353	0.0014890225838327478	0.0013879577025771317
categorical::umap__metric-cosine__nn-15__mindist-0::histological_grade	UMAP	umap	umap__metric-cosine__nn-15__mindist-0	metric=cosine, n_neighbors=15, min_dist=0	False	3	cosine		15.0	0.0		sensitivity	histological_grade	ok	412	3	4.0	permutation_chi_square_5000	35.01831548252339	35.01831548252339	6.0	0.0001999600079984003	0.18807127989597217		1.703883495145631	5.0	0.4166666666666667	categorical	0.18807127989597217	cramers_v		0.0014753805995557645	0.0013868785875852353	0.0014890225838327478	0.0013879577025771317
categorical::umap__metric-cosine__nn-15__mindist-0::tumor_status	UMAP	umap	umap__metric-cosine__nn-15__mindist-0	metric=cosine, n_neighbors=15, min_dist=0	False	3	cosine		15.0	0.0		sensitivity	tumor_status	ok	369	3	2.0	chi_square	6.659177711717854	6.659177711717854	2.0	0.03580782421873369	0.11245503079013294		25.230352303523034	0.0	0.0	categorical	0.11245503079013294	cramers_v		0.05900725962805411	0.05949607716343445	0.05881070915582172	0.05923350361416695
categorical::umap__metric-cosine__nn-15__mindist-0::vital_status	UMAP	umap	umap__metric-cosine__nn-15__mindist-0	metric=cosine, n_neighbors=15, min_dist=0	False	3	cosine		15.0	0.0		sensitivity	vital_status	ok	411	3	2.0	chi_square	9.272089210634924	9.272089210634924	2.0	0.009695973281135315	0.1331353098019756		30.175182481751825	0.0	0.0	categorical	0.1331353098019756	cramers_v		0.02391868107605368	0.023876728991981427	0.023912577191738865	0.023835934316124314
categorical::umap__metric-cosine__nn-15__mindist-0::OS	UMAP	umap	umap__metric-cosine__nn-15__mindist-0	metric=cosine, n_neighbors=15, min_dist=0	False	3	cosine		15.0	0.0		sensitivity	OS	ok	412	3	2.0	chi_square	9.516264767371041	9.516264767371041	2.0	0.008581621617039303	0.13518882041158573		30.101941747572816	0.0	0.0	categorical	0.13518882041158573	cramers_v		0.021963587826109965	0.02191792548135714	0.02201372501762256	0.021934253086150997
categorical::umap__metric-cosine__nn-15__mindist-0::DSS	UMAP	umap	umap__metric-cosine__nn-15__mindist-0	metric=cosine, n_neighbors=15, min_dist=0	False	3	cosine		15.0	0.0		sensitivity	DSS	ok	389	3	2.0	chi_square	6.741676428725373	6.741676428725373	2.0	0.03436082353328565	0.11048806032974143		18.508997429305914	0.0	0.0	categorical	0.11048806032974143	cramers_v		0.057904350769055445	0.05850626709721611	0.057795508004451955	0.05833923995579435
categorical::umap__metric-cosine__nn-15__mindist-0::DFI	UMAP	umap	umap__metric-cosine__nn-15__mindist-0	metric=cosine, n_neighbors=15, min_dist=0	False	3	cosine		15.0	0.0		sensitivity	DFI	ok	242	3	2.0	chi_square	4.694816707828004	4.694816707828004	2.0	0.09561664588805475	0.10558205021821086		7.818181818181818	0.0	0.0	categorical	0.10558205021821086	cramers_v		0.12610311269294178	0.12748886118407302	0.12472443434717347	0.12606440463453028
categorical::umap__metric-cosine__nn-15__mindist-0::PFI	UMAP	umap	umap__metric-cosine__nn-15__mindist-0	metric=cosine, n_neighbors=15, min_dist=0	False	3	cosine		15.0	0.0		sensitivity	PFI	ok	412	3	2.0	chi_square	6.86978633847704	6.86978633847704	2.0	0.03222885308092871	0.10879732891932165		25.179611650485437	0.0	0.0	categorical	0.10879732891932165	cramers_v		0.05545258544806852	0.05614058278613388	0.05542495585890655	0.056063950813998835
categorical::umap__metric-cosine__nn-15__mindist-0p1::center_code	UMAP	umap	umap__metric-cosine__nn-15__mindist-0p1	metric=cosine, n_neighbors=15, min_dist=0.1	False	3	cosine		15.0	0.1		sensitivity	center_code	ok	412	3	2.0	chi_square	9.987811156491384	9.987811156491384	2.0	0.006779136274777464	0.13936763889696266		37.86407766990291	0.0	0.0	categorical	0.13936763889696266	cramers_v		0.018949189791954753	0.018772992760922206	0.018907627355470233	0.01867559720833636
categorical::umap__metric-cosine__nn-15__mindist-0p1::gender	UMAP	umap	umap__metric-cosine__nn-15__mindist-0p1	metric=cosine, n_neighbors=15, min_dist=0.1	False	3	cosine		15.0	0.1		sensitivity	gender	ok	412	3	2.0	chi_square	0.5545685180619806	0.5545685180619806	2.0	0.7578390438974335	0.0		28.54368932038835	0.0	0.0	categorical	0.0	cramers_v		0.7957309960923052	0.7990604144859969	0.7984375641062246	0.8020180016134274
categorical::umap__metric-cosine__nn-15__mindist-0p1::race	UMAP	umap	umap__metric-cosine__nn-15__mindist-0p1	metric=cosine, n_neighbors=15, min_dist=0.1	False	3	cosine		15.0	0.1		sensitivity	race	ok	358	3	4.0	permutation_chi_square_5000	3.3139590336083717	3.3139590336083717	6.0	0.8208358328334333	0.0		0.19832402234636873	6.0	0.5	categorical	0.0	cramers_v		0.8563879580771744	0.8594901518311296	0.8589100733741383	0.8622429816707281
categorical::umap__metric-cosine__nn-15__mindist-0p1::ajcc_pathologic_tumor_stage	UMAP	umap	umap__metric-cosine__nn-15__mindist-0p1	metric=cosine, n_neighbors=15, min_dist=0.1	False	3	cosine		15.0	0.1		sensitivity	ajcc_pathologic_tumor_stage	ok	388	3	11.0	permutation_chi_square_5000	24.51343589096703	24.51343589096703	20.0	0.21575684863027395	0.07602338099409245		0.3917525773195876	7.0	0.21212121212121213	categorical	0.07602338099409245	cramers_v		0.25609399859158605	0.25768116518876316	0.25381212101138056	0.2554445632612608
categorical::umap__metric-cosine__nn-15__mindist-0p1::histological_type	UMAP	umap	umap__metric-cosine__nn-15__mindist-0p1	metric=cosine, n_neighbors=15, min_dist=0.1	False	3	cosine		15.0	0.1		sensitivity	histological_type	ok	410	3	7.0	permutation_chi_square_5000	53.73517918635461	53.73517918635461	12.0	0.0001999600079984003	0.22607677854150862		1.3658536585365855	6.0	0.2857142857142857	categorical	0.22607677854150862	cramers_v		0.0014753805995557645	0.0013868785875852353	0.0014890225838327478	0.0013879577025771317
categorical::umap__metric-cosine__nn-15__mindist-0p1::histological_grade	UMAP	umap	umap__metric-cosine__nn-15__mindist-0p1	metric=cosine, n_neighbors=15, min_dist=0.1	False	3	cosine		15.0	0.1		sensitivity	histological_grade	ok	412	3	4.0	permutation_chi_square_5000	26.15222985094525	26.15222985094525	6.0	0.0001999600079984003	0.15671113055937394		1.7475728155339805	5.0	0.4166666666666667	categorical	0.15671113055937394	cramers_v		0.0014753805995557645	0.0013868785875852353	0.0014890225838327478	0.0013879577025771317
categorical::umap__metric-cosine__nn-15__mindist-0p1::tumor_status	UMAP	umap	umap__metric-cosine__nn-15__mindist-0p1	metric=cosine, n_neighbors=15, min_dist=0.1	False	3	cosine		15.0	0.1		sensitivity	tumor_status	ok	369	3	2.0	chi_square	9.361884122404208	9.361884122404208	2.0	0.009270276604261708	0.1413877614257642		25.230352303523034	0.0	0.0	categorical	0.1413877614257642	cramers_v		0.023189410927664175	0.023171749533202893	0.023202599672827524	0.023152323183828982
categorical::umap__metric-cosine__nn-15__mindist-0p1::vital_status	UMAP	umap	umap__metric-cosine__nn-15__mindist-0p1	metric=cosine, n_neighbors=15, min_dist=0.1	False	3	cosine		15.0	0.1		sensitivity	vital_status	ok	411	3	2.0	chi_square	7.204096835782395	7.204096835782395	2.0	0.02726780933164166	0.11261037638480731		30.94890510948905	0.0	0.0	categorical	0.11261037638480731	cramers_v		0.04962741298358782	0.050035106443497804	0.04956021269518757	0.0498852945912204
categorical::umap__metric-cosine__nn-15__mindist-0p1::OS	UMAP	umap	umap__metric-cosine__nn-15__mindist-0p1	metric=cosine, n_neighbors=15, min_dist=0.1	False	3	cosine		15.0	0.1		sensitivity	OS	ok	412	3	2.0	chi_square	7.430822663850302	7.430822663850302	2.0	0.02434542500465616	0.11489960290439415		30.87378640776699	0.0	0.0	categorical	0.11489960290439415	cramers_v		0.04604827500880692	0.04636055743959712	0.04599246546446127	0.04621061904369052
categorical::umap__metric-cosine__nn-15__mindist-0p1::DSS	UMAP	umap	umap__metric-cosine__nn-15__mindist-0p1	metric=cosine, n_neighbors=15, min_dist=0.1	False	3	cosine		15.0	0.1		sensitivity	DSS	ok	389	3	2.0	chi_square	7.970539590240785	7.970539590240785	2.0	0.018587428848589	0.1239951838195595		18.75578406169666	0.0	0.0	categorical	0.1239951838195595	cramers_v		0.03752447405836648	0.0376861179466179	0.0375338294495553	0.03759944803250907
categorical::umap__metric-cosine__nn-15__mindist-0p1::DFI	UMAP	umap	umap__metric-cosine__nn-15__mindist-0p1	metric=cosine, n_neighbors=15, min_dist=0.1	False	3	cosine		15.0	0.1		sensitivity	DFI	ok	242	3	2.0	chi_square	4.601039527649319	4.601039527649319	2.0	0.10020674634307394	0.10372292754452664		7.462809917355372	0.0	0.0	categorical	0.10372292754452664	cramers_v		0.13131092040796408	0.1326730301845252	0.12982867304921913	0.13113932793141655
categorical::umap__metric-cosine__nn-15__mindist-0p1::PFI	UMAP	umap	umap__metric-cosine__nn-15__mindist-0p1	metric=cosine, n_neighbors=15, min_dist=0.1	False	3	cosine		15.0	0.1		sensitivity	PFI	ok	412	3	2.0	chi_square	7.037649327113263	7.037649327113263	2.0	0.02963424491532309	0.11065842471745779		25.825242718446603	0.0	0.0	categorical	0.11065842471745779	cramers_v		0.0523231869051393	0.0528121886519163	0.05211933033278161	0.052527212093355015
categorical::umap__metric-cosine__nn-15__mindist-0p5::center_code	UMAP	umap	umap__metric-cosine__nn-15__mindist-0p5	metric=cosine, n_neighbors=15, min_dist=0.5	False	3	cosine		15.0	0.5		sensitivity	center_code	ok	412	3	2.0	chi_square	8.105346440962737	8.105346440962737	2.0	0.017375862986423053	0.12183228445925087		43.070388349514566	0.0	0.0	categorical	0.12183228445925087	cramers_v		0.03621076790300377	0.0362877138611487	0.036314133271352814	0.03628941296279505
categorical::umap__metric-cosine__nn-15__mindist-0p5::gender	UMAP	umap	umap__metric-cosine__nn-15__mindist-0p5	metric=cosine, n_neighbors=15, min_dist=0.5	False	3	cosine		15.0	0.5		sensitivity	gender	ok	412	3	2.0	chi_square	0.387818432907058	0.387818432907058	2.0	0.823732682248459	0.0		32.46844660194175	0.0	0.0	categorical	0.0	cramers_v		0.8583168788314095	0.8613304395295089	0.8607669854013188	0.8640040578250504
categorical::umap__metric-cosine__nn-15__mindist-0p5::race	UMAP	umap	umap__metric-cosine__nn-15__mindist-0p5	metric=cosine, n_neighbors=15, min_dist=0.5	False	3	cosine		15.0	0.5		sensitivity	race	ok	358	3	4.0	permutation_chi_square_5000	4.3288816728125425	4.3288816728125425	6.0	0.6842631473705258	0.0		0.22346368715083798	6.0	0.5	categorical	0.0	cramers_v		0.7249825584689013	0.7285956893128416	0.7279193259822377	0.7318101334415896
categorical::umap__metric-cosine__nn-15__mindist-0p5::ajcc_pathologic_tumor_stage	UMAP	umap	umap__metric-cosine__nn-15__mindist-0p5	metric=cosine, n_neighbors=15, min_dist=0.5	False	3	cosine		15.0	0.5		sensitivity	ajcc_pathologic_tumor_stage	ok	388	3	11.0	permutation_chi_square_5000	20.141764398718234	20.141764398718234	20.0	0.4527094581083783	0.010802394804473004		0.44329896907216493	7.0	0.21212121212121213	categorical	0.010802394804473004	cramers_v		0.49834549219188423	0.5018304257037155	0.4974615392107825	0.5015935779980154
categorical::umap__metric-cosine__nn-15__mindist-0p5::histological_type	UMAP	umap	umap__metric-cosine__nn-15__mindist-0p5	metric=cosine, n_neighbors=15, min_dist=0.5	False	3	cosine		15.0	0.5		sensitivity	histological_type	ok	410	3	7.0	permutation_chi_square_5000	49.85461961842435	49.85461961842435	12.0	0.0001999600079984003	0.2153022644850582		1.553658536585366	7.0	0.3333333333333333	categorical	0.2153022644850582	cramers_v		0.0014753805995557645	0.0013868785875852353	0.0014890225838327478	0.0013879577025771317
categorical::umap__metric-cosine__nn-15__mindist-0p5::histological_grade	UMAP	umap	umap__metric-cosine__nn-15__mindist-0p5	metric=cosine, n_neighbors=15, min_dist=0.5	False	3	cosine		15.0	0.5		sensitivity	histological_grade	ok	412	3	4.0	permutation_chi_square_5000	30.349787700856492	30.349787700856492	6.0	0.0001999600079984003	0.17227133303406142		1.9878640776699028	6.0	0.5	categorical	0.17227133303406142	cramers_v		0.0014753805995557645	0.0013868785875852353	0.0014890225838327478	0.0013879577025771317
categorical::umap__metric-cosine__nn-15__mindist-0p5::tumor_status	UMAP	umap	umap__metric-cosine__nn-15__mindist-0p5	metric=cosine, n_neighbors=15, min_dist=0.5	False	3	cosine		15.0	0.5		sensitivity	tumor_status	ok	369	3	2.0	chi_square	10.608840611970624	10.608840611970624	2.0	0.004969578228352313	0.1529019058874176		29.555555555555557	0.0	0.0	categorical	0.1529019058874176	cramers_v		0.015961115956943314	0.015785719078295582	0.016082981017494617	0.01584892516069116
categorical::umap__metric-cosine__nn-15__mindist-0p5::vital_status	UMAP	umap	umap__metric-cosine__nn-15__mindist-0p5	metric=cosine, n_neighbors=15, min_dist=0.5	False	3	cosine		15.0	0.5		sensitivity	vital_status	ok	411	3	2.0	chi_square	9.517045293247364	9.517045293247364	2.0	0.008578273181600475	0.13536051170957103		35.2043795620438	0.0	0.0	categorical	0.13536051170957103	cramers_v		0.021963587826109965	0.02191792548135714	0.02201372501762256	0.021934253086150997
categorical::umap__metric-cosine__nn-15__mindist-0p5::OS	UMAP	umap	umap__metric-cosine__nn-15__mindist-0p5	metric=cosine, n_neighbors=15, min_dist=0.5	False	3	cosine		15.0	0.5		sensitivity	OS	ok	412	3	2.0	chi_square	9.785707148138682	9.785707148138682	2.0	0.007499990132785473	0.13759214590247534		35.11893203883495	0.0	0.0	categorical	0.13759214590247534	cramers_v		0.02004446460515727	0.02007170633471035	0.020079939571551	0.020074110851791477
categorical::umap__metric-cosine__nn-15__mindist-0p5::DSS	UMAP	umap	umap__metric-cosine__nn-15__mindist-0p5	metric=cosine, n_neighbors=15, min_dist=0.5	False	3	cosine		15.0	0.5		sensitivity	DSS	ok	389	3	2.0	chi_square	10.872956764765089	10.872956764765089	2.0	0.004354792211772488	0.1511797338787576		21.470437017994858	0.0	0.0	categorical	0.1511797338787576	cramers_v		0.014695096103130887	0.014571690862090151	0.014848553664775947	0.014671593653603102
categorical::umap__metric-cosine__nn-15__mindist-0p5::DFI	UMAP	umap	umap__metric-cosine__nn-15__mindist-0p5	metric=cosine, n_neighbors=15, min_dist=0.5	False	3	cosine		15.0	0.5		sensitivity	DFI	ok	242	3	2.0	chi_square	5.445549393548762	5.445549393548762	2.0	0.06569222530636991	0.11942653116957665		8.884297520661157	0.0	0.0	categorical	0.11942653116957665	cramers_v		0.09292216325719681	0.09405932259775691	0.0921132299999739	0.0932066042423044
categorical::umap__metric-cosine__nn-15__mindist-0p5::PFI	UMAP	umap	umap__metric-cosine__nn-15__mindist-0p5	metric=cosine, n_neighbors=15, min_dist=0.5	False	3	cosine		15.0	0.5		sensitivity	PFI	ok	412	3	2.0	chi_square	9.941044442686158	9.941044442686158	2.0	0.006939523121240193	0.13895880854866854		29.37621359223301	0.0	0.0	categorical	0.13895880854866854	cramers_v		0.0192009102577558	0.019008258984266616	0.019215213841123565	0.018969816099760835
categorical::umap__metric-cosine__nn-15__mindist-1::center_code	UMAP	umap	umap__metric-cosine__nn-15__mindist-1	metric=cosine, n_neighbors=15, min_dist=1	False	3	cosine		15.0	1.0		sensitivity	center_code	ok	412	3	2.0	chi_square	6.494008574495877	6.494008574495877	2.0	0.038890538380029385	0.1045110149144246		44.01699029126213	0.0	0.0	categorical	0.1045110149144246	cramers_v		0.06228997178776372	0.06285845914436652	0.06193598213817621	0.06243917853584159
categorical::umap__metric-cosine__nn-15__mindist-1::gender	UMAP	umap	umap__metric-cosine__nn-15__mindist-1	metric=cosine, n_neighbors=15, min_dist=1	False	3	cosine		15.0	1.0		sensitivity	gender	ok	412	3	2.0	chi_square	0.12667990324058392	0.12667990324058392	2.0	0.9386243325832316	0.0		33.182038834951456	0.0	0.0	categorical	0.0	cramers_v		0.9514026341406766	0.9524832153462056	0.9522815649356332	0.953437629080241
categorical::umap__metric-cosine__nn-15__mindist-1::race	UMAP	umap	umap__metric-cosine__nn-15__mindist-1	metric=cosine, n_neighbors=15, min_dist=1	False	3	cosine		15.0	1.0		sensitivity	race	ok	358	3	4.0	permutation_chi_square_5000	4.821047396949983	4.821047396949983	6.0	0.6034793041391722	0.0		0.23184357541899442	6.0	0.5	categorical	0.0	cramers_v		0.6494737846123285	0.6526900628458	0.6500963852173386	0.6543083420069432
categorical::umap__metric-cosine__nn-15__mindist-1::ajcc_pathologic_tumor_stage	UMAP	umap	umap__metric-cosine__nn-15__mindist-1	metric=cosine, n_neighbors=15, min_dist=1	False	3	cosine		15.0	1.0		sensitivity	ajcc_pathologic_tumor_stage	ok	388	3	11.0	permutation_chi_square_5000	22.62935874077349	22.62935874077349	20.0	0.3047390521895621	0.057784144358697345		0.4587628865979381	7.0	0.21212121212121213	categorical	0.057784144358697345	cramers_v		0.34760624476775953	0.3506586353962084	0.34576161690738777	0.3491185258094012
categorical::umap__metric-cosine__nn-15__mindist-1::histological_type	UMAP	umap	umap__metric-cosine__nn-15__mindist-1	metric=cosine, n_neighbors=15, min_dist=1	False	3	cosine		15.0	1.0		sensitivity	histological_type	ok	410	3	7.0	permutation_chi_square_5000	43.33555913730807	43.33555913730807	12.0	0.0001999600079984003	0.19587221506233143		1.5878048780487806	7.0	0.3333333333333333	categorical	0.19587221506233143	cramers_v		0.0014753805995557645	0.0013868785875852353	0.0014890225838327478	0.0013879577025771317
categorical::umap__metric-cosine__nn-15__mindist-1::histological_grade	UMAP	umap	umap__metric-cosine__nn-15__mindist-1	metric=cosine, n_neighbors=15, min_dist=1	False	3	cosine		15.0	1.0		sensitivity	histological_grade	ok	412	3	4.0	permutation_chi_square_5000	33.71164133069748	33.71164133069748	6.0	0.0001999600079984003	0.18378596884800005		2.0315533980582523	6.0	0.5	categorical	0.18378596884800005	cramers_v		0.0014753805995557645	0.0013868785875852353	0.0014890225838327478	0.0013879577025771317
categorical::umap__metric-cosine__nn-15__mindist-1::tumor_status	UMAP	umap	umap__metric-cosine__nn-15__mindist-1	metric=cosine, n_neighbors=15, min_dist=1	False	3	cosine		15.0	1.0		sensitivity	tumor_status	ok	369	3	2.0	chi_square	7.883901203716617	7.883901203716617	2.0	0.019410315996264065	0.1263891272722439		30.276422764227643	0.0	0.0	categorical	0.1263891272722439	cramers_v		0.03836458366483893	0.03847273996192063	0.038330143674606486	0.03833835669017851
categorical::umap__metric-cosine__nn-15__mindist-1::vital_status	UMAP	umap	umap__metric-cosine__nn-15__mindist-1	metric=cosine, n_neighbors=15, min_dist=1	False	3	cosine		15.0	1.0		sensitivity	vital_status	ok	411	3	2.0	chi_square	6.475864302010551	6.475864302010551	2.0	0.03924496391023942	0.10442657416402326		35.97810218978102	0.0	0.0	categorical	0.10442657416402326	cramers_v		0.06228997178776372	0.06285845914436652	0.06193598213817621	0.06243917853584159
categorical::umap__metric-cosine__nn-15__mindist-1::OS	UMAP	umap	umap__metric-cosine__nn-15__mindist-1	metric=cosine, n_neighbors=15, min_dist=1	False	3	cosine		15.0	1.0		sensitivity	OS	ok	412	3	2.0	chi_square	6.684854810085728	6.684854810085728	2.0	0.03535104218980568	0.10670942347960187		35.890776699029125	0.0	0.0	categorical	0.10670942347960187	cramers_v		0.058489906168587576	0.058996441270404175	0.05831021367651819	0.058752436315451684
categorical::umap__metric-cosine__nn-15__mindist-1::DSS	UMAP	umap	umap__metric-cosine__nn-15__mindist-1	metric=cosine, n_neighbors=15, min_dist=1	False	3	cosine		15.0	1.0		sensitivity	DSS	ok	389	3	2.0	chi_square	6.417172725849268	6.417172725849268	2.0	0.04041370321951465	0.10663609224926617		21.96401028277635	0.0	0.0	categorical	0.10663609224926617	cramers_v		0.06365158257073557	0.06418646981922915	0.06325981708034233	0.06372583937509214
categorical::umap__metric-cosine__nn-15__mindist-1::DFI	UMAP	umap	umap__metric-cosine__nn-15__mindist-1	metric=cosine, n_neighbors=15, min_dist=1	False	3	cosine		15.0	1.0		sensitivity	DFI	ok	242	3	2.0	chi_square	3.0494253688026927	3.0494253688026927	2.0	0.21768359177266278	0.06572748149007158		9.239669421487603	0.0	0.0	categorical	0.06572748149007158	cramers_v		0.25689173150116834	0.2583497572686547	0.2545172483073664	0.2560132607558891
categorical::umap__metric-cosine__nn-15__mindist-1::PFI	UMAP	umap	umap__metric-cosine__nn-15__mindist-1	metric=cosine, n_neighbors=15, min_dist=1	False	3	cosine		15.0	1.0		sensitivity	PFI	ok	412	3	2.0	chi_square	9.051155659170682	9.051155659170682	2.0	0.010828455626323029	0.13093646601901746		30.021844660194176	0.0	0.0	categorical	0.13093646601901746	cramers_v		0.0257058120520538	0.025743120922956633	0.025793246786924733	0.025813288159719543
categorical::umap__metric-cosine__nn-30__mindist-0::center_code	UMAP	umap	umap__metric-cosine__nn-30__mindist-0	metric=cosine, n_neighbors=30, min_dist=0	False	2	cosine		30.0	0.0		sensitivity	center_code	ok	412	2	2.0	fisher_exact	0.708657626574661	3.0284659059482713	1.0	0.09336640006226202	0.07021075000286349	0.708657626574661	94.1868932038835	0.0	0.0	categorical	0.07021075000286349	cramers_v		0.1239336817682214	0.12515070646643633	0.12262333706807357	0.12378915963311145
categorical::umap__metric-cosine__nn-30__mindist-0::gender	UMAP	umap	umap__metric-cosine__nn-30__mindist-0	metric=cosine, n_neighbors=30, min_dist=0	False	2	cosine		30.0	0.0		sensitivity	gender	ok	412	2	2.0	fisher_exact	1.0431496062992125	0.042148776389663245	1.0	0.8378283077562154	0.0	1.0431496062992125	71.00242718446601	0.0	0.0	categorical	0.0	cramers_v		0.8696848974047406	0.8724493122089516	0.8719325807992093	0.8749003567719772
categorical::umap__metric-cosine__nn-30__mindist-0::race	UMAP	umap	umap__metric-cosine__nn-30__mindist-0	metric=cosine, n_neighbors=30, min_dist=0	False	2	cosine		30.0	0.0		sensitivity	race	ok	358	2	4.0	permutation_chi_square_5000	2.1801677691117316	2.1801677691117316	3.0	0.5472905418916216	0.0		0.46368715083798884	2.0	0.25	categorical	0.0	cramers_v		0.5928980870492567	0.5961839332421699	0.5928980870492567	0.5970442275181327
categorical::umap__metric-cosine__nn-30__mindist-0::ajcc_pathologic_tumor_stage	UMAP	umap	umap__metric-cosine__nn-30__mindist-0	metric=cosine, n_neighbors=30, min_dist=0	False	2	cosine		30.0	0.0		sensitivity	ajcc_pathologic_tumor_stage	ok	388	2	11.0	permutation_chi_square_5000	23.817873779213926	23.817873779213926	10.0	0.004599080183963208	0.18878180174453982		0.979381443298969	4.0	0.18181818181818182	categorical	0.18878180174453982	cramers_v		0.015066586682663467	0.014922337420927833	0.015204717677154225	0.015005293872101156
categorical::umap__metric-cosine__nn-30__mindist-0::histological_type	UMAP	umap	umap__metric-cosine__nn-30__mindist-0	metric=cosine, n_neighbors=30, min_dist=0	False	2	cosine		30.0	0.0		sensitivity	histological_type	ok	410	2	7.0	chi_square	26.549015691934144	26.549015691934144	6.0	0.00017586238420099287	0.2240681246805406		3.3804878048780487	2.0	0.14285714285714285	categorical	0.2240681246805406	cramers_v		0.0014753805995557645	0.0013868785875852353	0.0014890225838327478	0.0013879577025771317
categorical::umap__metric-cosine__nn-30__mindist-0::histological_grade	UMAP	umap	umap__metric-cosine__nn-30__mindist-0	metric=cosine, n_neighbors=30, min_dist=0	False	2	cosine		30.0	0.0		sensitivity	histological_grade	ok	412	2	4.0	permutation_chi_square_5000	10.808022923718774	10.808022923718774	3.0	0.011397720455908818	0.13776783102131254		4.347087378640777	2.0	0.25	categorical	0.13776783102131254	cramers_v		0.02659468106378724	0.026677017537668934	0.026734102720740255	0.026720483717825972
categorical::umap__metric-cosine__nn-30__mindist-0::tumor_status	UMAP	umap	umap__metric-cosine__nn-30__mindist-0	metric=cosine, n_neighbors=30, min_dist=0	False	2	cosine		30.0	0.0		sensitivity	tumor_status	ok	369	2	2.0	fisher_exact	2.0987654320987654	11.228783455801345	1.0	0.0010918924552732869	0.16669861486255003	2.0987654320987654	63.43631436314363	0.0	0.0	categorical	0.16669861486255003	cramers_v		0.0056959230628587385	0.005615446912834047	0.005697153150983749	0.005561581714629404
categorical::umap__metric-cosine__nn-30__mindist-0::vital_status	UMAP	umap	umap__metric-cosine__nn-30__mindist-0	metric=cosine, n_neighbors=30, min_dist=0	False	2	cosine		30.0	0.0		sensitivity	vital_status	ok	411	2	2.0	fisher_exact	2.0848957552122394	12.724370123287203	1.0	0.0003904618064269309	0.16908650428040115	2.0848957552122394	76.5985401459854	0.0	0.0	categorical	0.16908650428040115	cramers_v		0.0026628820577347945	0.0024986738189552173	0.0026906899321890005	0.002505693551555176
categorical::umap__metric-cosine__nn-30__mindist-0::OS	UMAP	umap	umap__metric-cosine__nn-30__mindist-0	metric=cosine, n_neighbors=30, min_dist=0	False	2	cosine		30.0	0.0		sensitivity	OS	ok	412	2	2.0	fisher_exact	2.0998950052497376	12.99302459908363	1.0	0.0003826240787016791	0.1708050388501758	2.0998950052497376	76.79854368932038	0.0	0.0	categorical	0.1708050388501758	cramers_v		0.0026333539534174385	0.002472340200841619	0.0026679333487653447	0.0024853013552365946
categorical::umap__metric-cosine__nn-30__mindist-0::DSS	UMAP	umap	umap__metric-cosine__nn-30__mindist-0	metric=cosine, n_neighbors=30, min_dist=0	False	2	cosine		30.0	0.0		sensitivity	DSS	ok	389	2	2.0	fisher_exact	2.115107913669065	9.578754620279836	1.0	0.0021847431578329193	0.1486731198621395	2.115107913669065	46.149100257069406	0.0	0.0	categorical	0.1486731198621395	cramers_v		0.009724481773180223	0.009602708298381902	0.009742430244522378	0.009548136763862389
categorical::umap__metric-cosine__nn-30__mindist-0::DFI	UMAP	umap	umap__metric-cosine__nn-30__mindist-0	metric=cosine, n_neighbors=30, min_dist=0	False	2	cosine		30.0	0.0		sensitivity	DFI	ok	242	2	2.0	fisher_exact	2.3545454545454545	6.1858634448448	1.0	0.017836324645250118	0.1466330741688704	2.3545454545454545	20.611570247933884	0.0	0.0	categorical	0.1466330741688704	cramers_v		0.036795843537682234	0.03684224434920516	0.03687455795931763	0.03681667011322765
